mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.145399570465088,0.02916174323657837,0.2604064146677653,0.02246033522006956,True,48,0.26576012779943686,4,0.12913303835521028,106,0.5030889003549077,0.5145060045856222,0.5351665928866701,0.5175871659424001,0.013275660837800051,9
5.4832132657368975,0.14917159469832886,0.2472224235534668,0.006819197970941259,False,38,0.2585645565477482,3,0.1823690530092121,103,0.5286604477622019,0.5025307135763311,0.5625789177246846,0.5312566930210725,0.024583220191067214,7
8.157551765441895,0.549858879728273,0.381982962290446,0.04176177987521499,False,43,0.3089322015703758,1,0.20301206058023688,161,0.5286048768256026,0.5223021376498156,0.5305743787797081,0.5271604644183755,0.0035281948859046306,8
3.83378005027771,0.10256498829125445,0.2087396780649821,0.008757282377877177,False,21,0.2656206814501304,1,0.1328788204159156,61,0.5574408815676227,0.5332587084184328,0.5791588938683637,0.5566194946181398,0.018747671206047575,6
10.387246290842691,0.17631890697004854,0.5364159742991129,0.02128484502761822,False,63,0.2519734054175108,3,0.13175872604975353,173,0.5610342061656378,0.5510236915083933,0.581963605217731,0.564673834297254,0.012890687460014339,5
16.560874938964844,0.374731224618512,0.5879928270975748,0.021040965977221205,False,47,0.3463638217222405,3,0.10075792685919015,178,0.642789888732908,0.6197344657087656,0.5958408847656376,0.6194550797357704,0.019167868700355868,2
3.409010728200277,0.08431486088369104,0.16453258196512857,0.007624310213299327,False,63,0.2955238657130612,4,0.102885815756348,54,0.585472795366073,0.6062057744730338,0.6119488025912481,0.6012091241434516,0.011371591079937347,3
2.1837780475616455,0.03955850244008014,0.1228327751159668,0.015312130105129013,True,40,0.2895533918806038,2,0.19882822191341334,63,0.4507903069192831,0.4704601545801055,0.4484766139962414,0.45657569183187663,0.009863130777150111,10
8.223275184631348,0.06048964796202621,0.445024569829305,0.03656385482317526,False,69,0.28359876180715704,2,0.02943675068727039,87,0.7288723722255539,0.6609967391785471,0.6675643352629037,0.6858111488890016,0.030566703518830684,1
10.55940842628479,0.5682669111959477,0.5032404263814291,0.029309702532843318,False,66,0.3122606444302888,4,0.10854020511214277,178,0.6068424147964107,0.5843800879641621,0.6084995840953937,0.5999073622853222,0.011000264796958023,4
