mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.822473843892415,0.16379860342840372,0.270663579305013,0.03324548217746304,True,48,0.26576012779943686,4,0.12913303835521028,106,0.5217189295830444,0.4972001421138227,0.520599218105622,0.5131727632674964,0.011303595544110626,9
7.79839015007019,2.691067301570201,0.358465035756429,0.12914947261823947,False,38,0.2585645565477482,3,0.1823690530092121,103,0.5223682971030381,0.52901041103897,0.5496564957251443,0.5336784012890509,0.011619066105357947,7
8.700510025024414,0.17380399761449986,0.39853636423746747,0.02592170589646446,False,43,0.3089322015703758,1,0.20301206058023688,161,0.5169567253678926,0.5044050006063647,0.5197095452688651,0.5136904237477075,0.006661271977489757,8
5.268675724665324,1.5107812462143144,0.28013213475545246,0.1223296108103349,False,21,0.2656206814501304,1,0.1328788204159156,61,0.5696789547466414,0.5646353894592651,0.5881132472443895,0.574142530483432,0.01009108791007132,5
11.134533564249674,0.5434261097463218,0.5429814656575521,0.05837711923644072,False,63,0.2519734054175108,3,0.13175872604975353,173,0.5505220806027625,0.5452555710337552,0.593582725499937,0.5631201257121515,0.021647348107534995,6
20.942385117212932,3.9463356325359724,0.6479457219441732,0.014497947781968886,False,47,0.3463638217222405,3,0.10075792685919015,178,0.6471161314732559,0.6264665028164982,0.6174605082814195,0.6303477141903912,0.012414020246497445,2
3.738621473312378,0.1391212120904474,0.22591463724772134,0.005904404273549434,False,63,0.2955238657130612,4,0.102885815756348,54,0.6360167971872611,0.5805915568864786,0.623201194539411,0.6132698495377169,0.02369195398944374,3
2.434965451558431,0.15929384894397164,0.14278467496236166,0.018971334432945252,True,40,0.2895533918806038,2,0.19882822191341334,63,0.4218487021156615,0.45633820018621163,0.44405039250110945,0.44074576493432754,0.014272859835038235,10
9.11321504910787,0.36120745807329246,0.4845319588979085,0.03362881657752844,False,69,0.28359876180715704,2,0.02943675068727039,87,0.7209066179359088,0.6555907182886042,0.6556512124827838,0.6773828495690989,0.030775961664072322,1
11.579370737075806,0.4416425697087913,0.5724193255106608,0.009526236598464006,False,66,0.3122606444302888,4,0.10854020511214277,178,0.5941154551106613,0.5832700883048232,0.5984795647236116,0.5919550360463653,0.006394403862412325,4
